Order_ID,Order_Date,Ship_Date,Ship_Days,Customer_ID,Customer_Segment,Region,State,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Discount_Amount,Shipping_Cost,Total_Sales,Cost_Per_Unit,Profit,Sales_Channel,Payment_Method,Customer_Rating,Returned
ORD-04045,2023-08-13,2023-08-14,1,CUST-1747,Small Business,Northeast,New York,Clothing,Women's Apparel,North Face Fleece,99.34,1,10,9.93,8.91,89.41,59.77,29.64,Online,Gift Card,3,0
ORD-04046,2023-09-18,2023-09-21,3,CUST-1182,Consumer,Southwest,New Mexico,Electronics,Monitors,LG 27-inch 4K,340.33,1,10,34.03,24.26,306.3,208.24,98.06,Online,Gift Card,5,0
ORD-04047,2024-01-23,2024-01-26,3,CUST-3365,Consumer,Southeast,North Carolina,Office Supplies,Desks & Chairs,FlexiSpot Standing Desk,361.71,1,10,36.17,23.86,325.54,227.25,98.29,Online,PayPal,4,0
ORD-04048,2023-06-05,2023-06-10,5,CUST-2946,Consumer,West,California,Electronics,Smartphones,Google Pixel 7a,391.1,2,20,156.44,0.0,625.76,292.24,41.28,Online,PayPal,4,0
ORD-04049,2023-11-14,2023-11-15,1,CUST-3363,Small Business,West,Arizona,Office Supplies,Paper Products,Moleskine Notebook,15.69,1,10,1.57,24.82,14.12,10.78,3.34,Online,PayPal,4,1
ORD-04050,2024-05-10,2024-05-11,1,CUST-3048,Corporate,Southeast,Florida,Clothing,Accessories,Fossil Watch,127.44,4,10,50.98,21.69,458.78,73.52,164.7,Mobile App,Gift Card,5,0
ORD-04051,2024-03-18,2024-03-21,3,CUST-2649,Consumer,Midwest,Wisconsin,Sports & Outdoors,Team Sports,Wilson Basketball,31.3,3,5,4.7,8.74,89.2,21.09,25.93,In-Store,Debit Card,4,0
ORD-04052,2023-02-04,2023-02-10,6,CUST-1962,Consumer,Southeast,Virginia,Office Supplies,Printers,Epson EcoTank,200.59,1,5,10.03,0.0,190.56,150.25,40.31,Online,PayPal,1,0
ORD-04053,2024-05-03,2024-05-07,4,CUST-2574,Corporate,Midwest,Wisconsin,Home & Kitchen,Storage,Container Store Bins,23.75,2,0,0.0,24.5,47.5,16.31,14.88,Mobile App,Apple Pay,5,0
ORD-04054,2023-03-11,2023-03-13,2,CUST-1151,Consumer,Southeast,Georgia,Clothing,Women's Apparel,Lululemon Tank,65.31,2,10,13.06,14.04,117.56,40.73,36.1,Online,Debit Card,5,0
ORD-04055,2023-04-03,2023-04-08,5,CUST-1154,Corporate,Southeast,North Carolina,Home & Kitchen,Appliances,Keurig K-Slim,110.33,2,10,22.07,6.2,198.59,77.88,42.83,In-Store,Debit Card,2,0
ORD-04056,2024-03-04,2024-03-10,6,CUST-2810,Corporate,Northeast,Massachusetts,Home & Kitchen,Cookware,Cuisinart Knife Set,79.5,2,5,7.95,7.67,151.05,49.29,52.47,Online,PayPal,3,0
ORD-04057,2023-03-23,2023-03-28,5,CUST-1793,Consumer,Northeast,Connecticut,Clothing,Women's Apparel,North Face Fleece,101.22,2,10,20.24,5.78,182.2,58.14,65.92,Online,PayPal,1,1
ORD-04058,2023-04-30,2023-05-06,6,CUST-1249,Corporate,Southeast,North Carolina,Sports & Outdoors,Cycling,Schwinn Hybrid Bike,336.35,1,5,16.82,17.64,319.53,236.21,83.32,Online,PayPal,5,0
ORD-04059,2023-05-26,2023-05-28,2,CUST-1913,Consumer,Northeast,Connecticut,Home & Kitchen,Cookware,All-Clad Pan Set,245.06,2,0,0.0,20.18,490.12,152.67,184.78,In-Store,Gift Card,1,0
ORD-04060,2023-03-05,2023-03-11,6,CUST-2203,Consumer,Northeast,Pennsylvania,Clothing,Footwear,Adidas Ultraboost,177.48,1,10,17.75,20.38,159.73,118.82,40.91,Mobile App,Apple Pay,1,1
ORD-04061,2023-05-24,2023-05-31,7,CUST-1408,Small Business,Northeast,New Jersey,Clothing,Footwear,New Balance 574,92.83,1,0,0.0,0.0,92.83,59.67,33.16,Mobile App,Credit Card,2,1
ORD-04062,2023-03-29,2023-04-04,6,CUST-1154,Consumer,West,California,Clothing,Women's Apparel,Adidas Yoga Pants,53.61,1,10,5.36,18.75,48.25,37.09,11.16,Mobile App,Apple Pay,4,0
ORD-04063,2023-05-21,2023-05-23,2,CUST-3201,Small Business,Southeast,North Carolina,Electronics,Smartphones,Samsung Galaxy A54,350.28,3,0,0.0,12.65,1050.84,210.23,420.15,Online,Gift Card,4,0
ORD-04064,2023-09-26,2023-09-27,1,CUST-3174,Consumer,Northeast,Connecticut,Electronics,Monitors,ASUS ProArt 27,428.21,1,0,0.0,5.07,428.21,251.81,176.4,Online,Apple Pay,2,1
ORD-04065,2023-03-21,2023-03-27,6,CUST-2114,Consumer,Southeast,North Carolina,Clothing,Footwear,New Balance 574,92.07,2,5,9.21,23.76,174.93,51.8,71.33,Mobile App,Gift Card,2,0
ORD-04066,2023-06-04,2023-06-10,6,CUST-2284,Consumer,Midwest,Wisconsin,Home & Kitchen,Furniture,West Elm Desk,338.45,1,25,84.61,5.28,253.84,235.46,18.38,Mobile App,Gift Card,5,0
ORD-04067,2024-04-02,2024-04-07,5,CUST-2686,Consumer,Midwest,Wisconsin,Office Supplies,Paper Products,Moleskine Notebook,15.17,1,5,0.76,22.24,14.41,9.56,4.85,Mobile App,Gift Card,3,0
ORD-04068,2024-06-05,2024-06-12,7,CUST-1730,Consumer,Northeast,New Jersey,Sports & Outdoors,Running,Nathan Hydration Vest,66.87,2,0,0.0,10.58,133.74,41.06,51.62,Online,PayPal,2,1
ORD-04069,2024-07-07,2024-07-11,4,CUST-1758,Consumer,Northeast,Massachusetts,Clothing,Women's Apparel,Lululemon Tank,67.15,1,15,10.07,16.87,57.08,47.56,9.52,In-Store,Apple Pay,3,0
ORD-04070,2023-04-26,2023-04-29,3,CUST-1040,Consumer,Northeast,Massachusetts,Electronics,Monitors,Dell 24-inch FHD,192.57,1,0,0.0,0.0,192.57,121.41,71.16,Mobile App,Debit Card,3,0
ORD-04071,2024-11-25,2024-11-27,2,CUST-1620,Consumer,Southwest,Texas,Sports & Outdoors,Running,Brooks Ghost 15,134.59,2,10,26.92,21.85,242.26,98.72,44.82,In-Store,PayPal,5,0
ORD-04072,2023-02-14,2023-02-20,6,CUST-1999,Consumer,Midwest,Indiana,Sports & Outdoors,Cycling,Bell Helmet,49.31,2,5,4.93,5.26,93.69,32.97,27.75,Online,Apple Pay,3,0
ORD-04073,2024-11-04,2024-11-05,1,CUST-1710,Small Business,West,California,Office Supplies,Stationery,Pilot G2 Pen Pack,13.32,2,10,2.66,23.1,23.98,8.98,6.02,Mobile App,PayPal,5,0
ORD-04074,2023-07-05,2023-07-07,2,CUST-3088,Small Business,Northeast,Massachusetts,Home & Kitchen,Furniture,West Elm Desk,351.07,1,10,35.11,0.0,315.96,211.69,104.27,Mobile App,Debit Card,4,0
ORD-04075,2024-05-26,2024-05-28,2,CUST-2682,Consumer,Northeast,New York,Clothing,Activewear,Under Armour Shorts,38.6,4,0,0.0,0.0,154.4,24.5,56.4,In-Store,Credit Card,4,1
ORD-04076,2023-12-01,2023-12-08,7,CUST-1034,Corporate,Northeast,Pennsylvania,Clothing,Activewear,Puma Track Pants,48.18,3,10,14.45,19.04,130.09,32.11,33.76,Online,PayPal,3,0
ORD-04077,2024-09-20,2024-09-25,5,CUST-2439,Corporate,Southeast,Tennessee,Electronics,Tablets,Samsung Galaxy Tab S6,329.92,1,0,0.0,15.94,329.92,196.8,133.12,Online,Apple Pay,3,0
ORD-04078,2024-09-01,2024-09-07,6,CUST-2341,Corporate,Midwest,Michigan,Electronics,Monitors,Dell 24-inch FHD,203.07,5,10,101.53,23.19,913.82,152.19,152.87,Online,Debit Card,5,0
ORD-04079,2023-01-20,2023-01-26,6,CUST-2546,Consumer,Southeast,Tennessee,Home & Kitchen,Cookware,Lodge Cast Iron Skillet,28.55,1,5,1.43,19.95,27.12,17.55,9.57,Mobile App,Gift Card,1,1
ORD-04080,2023-09-15,2023-09-18,3,CUST-1390,Consumer,West,Arizona,Home & Kitchen,Decor,Yankee Candle Set,34.56,3,10,10.37,23.93,93.31,23.14,23.89,In-Store,Apple Pay,5,0
ORD-04081,2023-04-16,2023-04-22,6,CUST-2369,Corporate,Midwest,Ohio,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,61.78,5,25,77.22,5.23,231.68,44.73,8.03,In-Store,PayPal,2,0
ORD-04082,2023-10-07,2023-10-13,6,CUST-1138,Consumer,Midwest,Michigan,Clothing,Women's Apparel,North Face Fleece,104.72,5,5,26.18,7.49,497.42,64.19,176.47,In-Store,PayPal,4,0
ORD-04083,2023-03-28,2023-03-31,3,CUST-1140,Consumer,Midwest,Illinois,Electronics,Monitors,LG 27-inch 4K,357.94,1,10,35.79,7.03,322.15,249.36,72.79,Mobile App,Credit Card,4,0
ORD-04084,2024-10-10,2024-10-13,3,CUST-2295,Consumer,West,Washington,Home & Kitchen,Cookware,Lodge Cast Iron Skillet,29.69,2,15,8.91,11.36,50.47,18.06,14.35,Mobile App,Apple Pay,4,0
ORD-04085,2024-07-01,2024-07-03,2,CUST-3024,Consumer,West,Oregon,Office Supplies,Stationery,Pilot G2 Pen Pack,12.5,1,5,0.62,0.0,11.88,7.09,4.79,Online,Gift Card,4,0
ORD-04086,2024-03-19,2024-03-26,7,CUST-1775,Small Business,West,Arizona,Clothing,Men's Apparel,Levi's 501 Jeans,58.48,2,5,5.85,12.22,111.11,37.39,36.33,Online,Debit Card,1,1
ORD-04087,2024-01-28,2024-02-04,7,CUST-3395,Consumer,Southwest,Nevada,Electronics,Laptops,HP Pavilion x360,619.61,1,5,30.98,9.53,588.63,357.54,231.09,In-Store,Gift Card,3,0
ORD-04088,2023-07-25,2023-07-26,1,CUST-1095,Corporate,Southwest,Nevada,Home & Kitchen,Storage,Container Store Bins,24.07,5,5,6.02,0.0,114.33,14.94,39.63,Mobile App,Gift Card,4,0
ORD-04089,2024-04-28,2024-05-03,5,CUST-1894,Consumer,Northeast,New Jersey,Office Supplies,Organizers,AmazonBasics File Cabinet,91.52,1,5,4.58,6.03,86.94,56.49,30.45,Online,Gift Card,2,0
ORD-04090,2024-02-22,2024-02-29,7,CUST-1066,Consumer,Southeast,Virginia,Clothing,Activewear,Puma Track Pants,49.77,1,10,4.98,12.94,44.79,28.92,15.87,Mobile App,Credit Card,4,0
ORD-04091,2023-08-18,2023-08-19,1,CUST-2920,Consumer,Southeast,Florida,Electronics,Headphones,Sony WH-1000XM5,286.29,1,5,14.31,13.91,271.98,206.2,65.78,Mobile App,Apple Pay,4,0
ORD-04092,2024-12-25,2024-12-26,1,CUST-2039,Consumer,Southeast,Tennessee,Home & Kitchen,Decor,Yankee Candle Set,33.98,1,5,1.7,18.09,32.28,24.03,8.25,In-Store,Credit Card,4,0
ORD-04093,2023-04-09,2023-04-15,6,CUST-3194,Consumer,Southeast,Virginia,Sports & Outdoors,Cycling,Garmin Edge 530,296.82,1,10,29.68,21.92,267.14,204.18,62.96,In-Store,Gift Card,1,0
ORD-04094,2023-08-22,2023-08-28,6,CUST-2876,Corporate,West,California,Electronics,Laptops,HP Pavilion x360,648.28,2,5,64.83,5.48,1231.73,450.17,331.39,In-Store,PayPal,2,0
ORD-04095,2024-10-13,2024-10-14,1,CUST-1224,Consumer,Northeast,New York,Home & Kitchen,Appliances,Keurig K-Slim,112.63,1,10,11.26,9.91,101.37,84.22,17.15,In-Store,Gift Card,3,0
ORD-04096,2024-07-07,2024-07-11,4,CUST-2580,Corporate,Southwest,Oklahoma,Clothing,Accessories,Fossil Watch,132.92,1,25,33.23,24.38,99.69,73.58,26.11,In-Store,PayPal,3,0
ORD-04097,2023-03-17,2023-03-18,1,CUST-2759,Corporate,West,Arizona,Home & Kitchen,Appliances,Instant Pot Duo 7-in-1,88.14,1,15,13.22,22.74,74.92,57.9,17.02,Mobile App,Debit Card,4,0
ORD-04098,2023-12-23,2023-12-30,7,CUST-2679,Small Business,Northeast,New York,Home & Kitchen,Appliances,Dyson V15 Vacuum,632.68,1,5,31.63,11.87,601.05,370.0,231.05,Online,Credit Card,3,0
ORD-04099,2024-04-13,2024-04-15,2,CUST-2190,Corporate,Northeast,Massachusetts,Electronics,Tablets,Samsung Galaxy Tab S6,314.72,1,5,15.74,9.14,298.98,177.5,121.48,Mobile App,Credit Card,3,0
ORD-04100,2024-04-17,2024-04-21,4,CUST-2162,Consumer,Southeast,Tennessee,Home & Kitchen,Storage,Sterilite Cart,41.07,2,10,8.21,19.53,73.93,29.87,14.19,Online,Gift Card,5,0
ORD-04101,2024-06-06,2024-06-09,3,CUST-1654,Corporate,West,Colorado,Clothing,Accessories,Ray-Ban Aviators,163.3,4,0,0.0,14.56,653.2,105.41,231.56,Online,PayPal,4,0
ORD-04102,2024-11-19,2024-11-20,1,CUST-1161,Consumer,Southeast,North Carolina,Home & Kitchen,Storage,Sterilite Cart,38.72,1,0,0.0,17.22,38.72,25.83,12.89,Mobile App,Apple Pay,3,1
ORD-04103,2023-01-14,2023-01-21,7,CUST-1268,Consumer,Midwest,Illinois,Office Supplies,Organizers,Bankers Box Set,26.11,1,0,0.0,11.1,26.11,17.29,8.82,Online,Credit Card,3,0
ORD-04104,2024-06-29,2024-07-04,5,CUST-3414,Corporate,Southwest,Nevada,Clothing,Activewear,Puma Track Pants,47.77,1,0,0.0,20.29,47.77,29.83,17.94,In-Store,Debit Card,2,1
ORD-04105,2023-10-19,2023-10-26,7,CUST-1982,Consumer,Midwest,Ohio,Office Supplies,Stationery,Sharpie Marker Set,16.98,1,0,0.0,5.18,16.98,12.71,4.27,In-Store,PayPal,2,0
ORD-04106,2023-06-22,2023-06-24,2,CUST-2681,Consumer,Northeast,New York,Electronics,Monitors,LG 27-inch 4K,366.55,2,5,36.66,12.94,696.44,239.28,217.88,Online,Credit Card,4,0
ORD-04107,2023-04-11,2023-04-16,5,CUST-3456,Corporate,Southeast,North Carolina,Sports & Outdoors,Camping Gear,REI Sleeping Bag,175.44,1,5,8.77,24.24,166.67,108.39,58.28,Mobile App,PayPal,2,0
ORD-04108,2023-02-13,2023-02-14,1,CUST-3433,Consumer,Southeast,Tennessee,Clothing,Footwear,Adidas Ultraboost,172.77,1,0,0.0,15.53,172.77,126.98,45.79,Mobile App,Credit Card,2,0
ORD-04109,2024-02-06,2024-02-13,7,CUST-1092,Consumer,Southeast,Florida,Sports & Outdoors,Cycling,Schwinn Hybrid Bike,346.59,1,0,0.0,0.0,346.59,211.62,134.97,Online,PayPal,4,0
ORD-04110,2023-11-22,2023-11-27,5,CUST-1173,Consumer,Southeast,Florida,Clothing,Accessories,Ray-Ban Aviators,166.25,2,10,33.25,18.99,299.25,119.11,61.03,Online,Credit Card,1,1
ORD-04111,2024-03-27,2024-03-29,2,CUST-2757,Small Business,Southeast,North Carolina,Office Supplies,Printers,Epson EcoTank,191.7,3,10,57.51,18.5,517.59,129.08,130.35,Online,Apple Pay,5,1
ORD-04112,2023-03-01,2023-03-05,4,CUST-1971,Corporate,Southwest,New Mexico,Office Supplies,Paper Products,Post-it Notes Bulk,19.85,1,15,2.98,6.67,16.87,12.54,4.33,Online,Credit Card,2,0
ORD-04113,2023-12-01,2023-12-05,4,CUST-1139,Consumer,Southwest,Utah,Electronics,Headphones,Bose QC45,289.65,3,0,0.0,5.42,868.95,199.73,269.76,Online,PayPal,5,0
ORD-04114,2024-06-02,2024-06-05,3,CUST-1995,Consumer,Northeast,New Jersey,Sports & Outdoors,Cycling,Garmin Edge 530,289.54,1,0,0.0,17.82,289.54,197.63,91.91,In-Store,Gift Card,4,0
ORD-04115,2024-07-10,2024-07-12,2,CUST-1102,Consumer,West,Oregon,Office Supplies,Paper Products,HP Printer Paper 5-Ream,29.25,1,5,1.46,16.79,27.79,18.68,9.11,Online,Credit Card,4,0
ORD-04116,2023-07-16,2023-07-20,4,CUST-1543,Small Business,Southeast,Tennessee,Sports & Outdoors,Cycling,Garmin Edge 530,305.83,1,0,0.0,7.49,305.83,212.89,92.94,Online,Debit Card,4,0
ORD-04117,2024-02-29,2024-03-05,5,CUST-2393,Consumer,Northeast,Pennsylvania,Electronics,Monitors,ASUS ProArt 27,425.72,4,10,170.29,0.0,1532.59,308.23,299.67,Mobile App,Credit Card,1,0
ORD-04118,2023-08-04,2023-08-10,6,CUST-2585,Consumer,West,Washington,Electronics,Headphones,AirPods Pro 2,248.32,2,0,0.0,6.69,496.64,184.92,126.8,In-Store,Gift Card,4,0
ORD-04119,2024-11-21,2024-11-26,5,CUST-1762,Corporate,Southwest,Utah,Home & Kitchen,Appliances,Keurig K-Slim,105.14,2,25,52.57,12.63,157.71,76.51,4.69,Online,Apple Pay,4,0
ORD-04120,2024-09-19,2024-09-25,6,CUST-3237,Small Business,Southeast,Georgia,Electronics,Laptops,Lenovo ThinkPad E15,725.13,1,5,36.26,9.25,688.87,406.06,282.81,Online,Credit Card,5,0
ORD-04121,2023-07-07,2023-07-09,2,CUST-2201,Consumer,Midwest,Ohio,Office Supplies,Desks & Chairs,Herman Miller Aeron,1295.85,1,20,259.17,24.1,1036.68,879.91,156.77,Online,PayPal,5,0
ORD-04122,2023-07-16,2023-07-17,1,CUST-3445,Small Business,Northeast,Pennsylvania,Home & Kitchen,Appliances,Dyson V15 Vacuum,681.79,2,0,0.0,7.19,1363.58,445.13,473.32,Online,Gift Card,4,0
ORD-04123,2024-12-28,2024-12-29,1,CUST-1894,Consumer,West,Arizona,Electronics,Headphones,Bose QC45,292.1,5,0,0.0,9.88,1460.5,217.86,371.2,In-Store,Debit Card,4,0
ORD-04124,2023-10-23,2023-10-27,4,CUST-1157,Consumer,Midwest,Michigan,Sports & Outdoors,Running,Nathan Hydration Vest,72.74,1,0,0.0,13.37,72.74,40.1,32.64,Online,Debit Card,5,0
ORD-04125,2023-05-04,2023-05-05,1,CUST-1609,Corporate,Midwest,Illinois,Home & Kitchen,Furniture,IKEA Kallax Shelf,89.05,3,0,0.0,20.98,267.15,54.26,104.37,Online,Gift Card,5,0
ORD-04126,2024-12-01,2024-12-06,5,CUST-2259,Consumer,Northeast,Connecticut,Electronics,Monitors,LG 27-inch 4K,347.99,1,10,34.8,9.02,313.19,256.98,56.21,In-Store,Apple Pay,5,0
ORD-04127,2024-04-16,2024-04-18,2,CUST-1665,Consumer,Southeast,Georgia,Clothing,Men's Apparel,Levi's 501 Jeans,58.87,3,10,17.66,0.0,158.95,42.73,30.76,Online,Credit Card,5,0
ORD-04128,2023-09-30,2023-10-03,3,CUST-3474,Consumer,Midwest,Michigan,Electronics,Tablets,Amazon Fire HD 10,144.76,2,20,57.9,6.67,231.62,82.04,67.54,Online,Gift Card,5,0
ORD-04129,2024-07-09,2024-07-12,3,CUST-3258,Consumer,Midwest,Illinois,Sports & Outdoors,Running,Garmin Forerunner 55,194.52,2,10,38.9,0.0,350.14,122.38,105.38,Mobile App,Credit Card,3,0
ORD-04130,2024-02-06,2024-02-12,6,CUST-3482,Consumer,Northeast,Massachusetts,Office Supplies,Paper Products,HP Printer Paper 5-Ream,29.97,1,0,0.0,16.99,29.97,16.58,13.39,Online,Gift Card,5,0
ORD-04131,2024-10-24,2024-10-28,4,CUST-1516,Corporate,Midwest,Indiana,Sports & Outdoors,Camping Gear,REI Sleeping Bag,179.07,1,0,0.0,0.0,179.07,118.86,60.21,Online,Credit Card,4,0
ORD-04132,2024-09-27,2024-10-03,6,CUST-2412,Consumer,Southeast,Virginia,Clothing,Footwear,Adidas Ultraboost,187.95,1,25,46.99,15.51,140.96,130.07,10.89,Online,PayPal,2,0
ORD-04133,2024-10-22,2024-10-27,5,CUST-2903,Small Business,Midwest,Illinois,Office Supplies,Stationery,Pilot G2 Pen Pack,13.32,3,10,4.0,5.16,35.96,7.88,12.32,Mobile App,Credit Card,4,0
ORD-04134,2023-09-24,2023-09-28,4,CUST-1792,Consumer,Southwest,Texas,Sports & Outdoors,Camping Gear,Yeti Cooler,246.69,2,10,49.34,0.0,444.04,180.72,82.6,In-Store,Gift Card,4,0
ORD-04135,2023-05-30,2023-06-03,4,CUST-2798,Consumer,West,California,Office Supplies,Stationery,Sharpie Marker Set,16.49,1,25,4.12,0.0,12.37,11.15,1.22,In-Store,Gift Card,4,0
ORD-04136,2024-02-28,2024-03-03,4,CUST-2718,Consumer,West,California,Clothing,Activewear,Reebok Sports Bra,33.65,5,20,33.65,0.0,134.6,19.38,37.7,In-Store,Gift Card,4,0
ORD-04137,2023-12-07,2023-12-09,2,CUST-2859,Consumer,Northeast,New Jersey,Electronics,Monitors,LG 27-inch 4K,364.08,2,5,36.41,10.41,691.75,240.73,210.29,Online,Apple Pay,3,0
ORD-04138,2024-05-25,2024-05-31,6,CUST-1609,Consumer,Southeast,Tennessee,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,340.62,1,5,17.03,6.79,323.59,243.83,79.76,In-Store,Gift Card,1,1
ORD-04139,2024-03-28,2024-04-02,5,CUST-3463,Corporate,Northeast,Massachusetts,Home & Kitchen,Cookware,Cuisinart Knife Set,79.8,3,10,23.94,22.12,215.46,52.76,57.18,Online,Debit Card,3,0
ORD-04140,2024-06-24,2024-06-28,4,CUST-2888,Consumer,Northeast,New Jersey,Sports & Outdoors,Fitness Equipment,Peloton Bike Mat,57.95,1,5,2.9,20.31,55.05,40.06,14.99,Online,PayPal,2,1
ORD-04141,2024-05-28,2024-06-01,4,CUST-2182,Corporate,West,Colorado,Office Supplies,Desks & Chairs,Herman Miller Aeron,1301.44,1,5,65.07,16.4,1236.37,870.91,365.46,Mobile App,PayPal,2,1
ORD-04142,2023-05-07,2023-05-10,3,CUST-1270,Corporate,Midwest,Indiana,Electronics,Headphones,AirPods Pro 2,249.06,1,10,24.91,16.31,224.15,145.74,78.41,In-Store,PayPal,3,0
ORD-04143,2023-09-27,2023-09-29,2,CUST-2486,Corporate,Southeast,North Carolina,Office Supplies,Organizers,Pendaflex Folders,15.72,1,0,0.0,11.9,15.72,10.52,5.2,Online,Debit Card,2,1
ORD-04144,2024-12-03,2024-12-04,1,CUST-2909,Consumer,Southeast,Tennessee,Sports & Outdoors,Cycling,Bell Helmet,50.83,2,15,15.25,7.17,86.41,33.67,19.07,In-Store,Credit Card,5,0
ORD-04145,2023-12-03,2023-12-07,4,CUST-3308,Consumer,Southeast,Virginia,Electronics,Headphones,Bose QC45,274.4,1,10,27.44,0.0,246.96,195.69,51.27,In-Store,Credit Card,5,0
ORD-04146,2023-08-24,2023-08-31,7,CUST-3438,Consumer,Northeast,Connecticut,Home & Kitchen,Storage,ClosetMaid Organizer,66.83,3,0,0.0,0.0,200.49,40.84,77.97,Online,Apple Pay,1,0
ORD-04147,2024-06-15,2024-06-22,7,CUST-2016,Small Business,Southeast,Virginia,Clothing,Footwear,New Balance 574,89.35,1,0,0.0,17.03,89.35,58.89,30.46,Online,PayPal,3,0
ORD-04148,2024-07-09,2024-07-10,1,CUST-2767,Consumer,West,California,Clothing,Accessories,Ray-Ban Aviators,155.65,1,5,7.78,20.3,147.87,106.11,41.76,Online,Debit Card,5,0
ORD-04149,2024-12-10,2024-12-13,3,CUST-1153,Corporate,Southeast,Georgia,Electronics,Headphones,Bose QC45,289.34,1,5,14.47,20.47,274.87,196.39,78.48,Mobile App,Debit Card,1,0
ORD-04150,2023-01-10,2023-01-15,5,CUST-3484,Consumer,Southwest,Texas,Office Supplies,Paper Products,Post-it Notes Bulk,19.36,4,10,7.74,0.0,69.7,14.34,12.34,Online,Gift Card,3,0
ORD-04151,2023-02-11,2023-02-14,3,CUST-2202,Corporate,Midwest,Michigan,Clothing,Women's Apparel,Adidas Yoga Pants,56.89,5,10,28.45,13.01,256.0,33.83,86.85,Online,Credit Card,4,0
ORD-04152,2023-05-31,2023-06-07,7,CUST-1500,Consumer,Midwest,Wisconsin,Clothing,Women's Apparel,Adidas Yoga Pants,55.68,1,25,13.92,5.51,41.76,39.95,1.81,Online,Debit Card,2,0
ORD-04153,2024-10-21,2024-10-25,4,CUST-3309,Consumer,Midwest,Ohio,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,360.92,3,5,54.14,0.0,1028.62,220.6,366.82,Mobile App,Credit Card,3,0
ORD-04154,2024-06-10,2024-06-14,4,CUST-3190,Consumer,Southeast,Tennessee,Home & Kitchen,Decor,Wall Art Canvas,60.87,1,10,6.09,19.56,54.78,41.91,12.87,In-Store,Debit Card,4,0
ORD-04155,2023-03-07,2023-03-13,6,CUST-3399,Consumer,West,Oregon,Electronics,Tablets,Samsung Galaxy Tab S6,334.44,2,20,133.78,5.23,535.1,206.37,122.36,Online,Debit Card,3,0
ORD-04156,2023-04-03,2023-04-04,1,CUST-2515,Consumer,Northeast,New Jersey,Office Supplies,Stationery,Staedtler Pencil Set,10.36,1,0,0.0,11.58,10.36,6.77,3.59,Online,Apple Pay,2,1
ORD-04157,2024-08-10,2024-08-16,6,CUST-2148,Corporate,Southeast,Georgia,Home & Kitchen,Appliances,Keurig K-Slim,107.1,3,20,64.26,5.57,257.04,59.2,79.44,Online,Gift Card,3,0
ORD-04158,2023-10-09,2023-10-12,3,CUST-2745,Small Business,Northeast,New York,Office Supplies,Organizers,AmazonBasics File Cabinet,91.46,2,0,0.0,0.0,182.92,52.87,77.18,Mobile App,Gift Card,5,0
ORD-04159,2023-07-13,2023-07-18,5,CUST-1998,Consumer,Southwest,Utah,Clothing,Activewear,Reebok Sports Bra,33.72,2,25,16.86,0.0,50.58,24.09,2.4,Mobile App,Gift Card,5,0
ORD-04160,2023-11-06,2023-11-12,6,CUST-1697,Consumer,Southwest,Texas,Clothing,Accessories,Ray-Ban Aviators,156.6,2,10,31.32,16.85,281.88,92.99,95.9,In-Store,PayPal,2,0
ORD-04161,2023-06-09,2023-06-16,7,CUST-1651,Consumer,Northeast,Pennsylvania,Electronics,Monitors,LG 27-inch 4K,366.74,1,15,55.01,14.7,311.73,243.24,68.49,Online,Gift Card,1,0
ORD-04162,2024-03-27,2024-03-29,2,CUST-1832,Consumer,Southeast,Tennessee,Sports & Outdoors,Running,Nathan Hydration Vest,70.37,3,5,10.56,7.43,200.55,39.67,81.54,Online,Debit Card,4,0
ORD-04163,2024-10-04,2024-10-10,6,CUST-2056,Small Business,Midwest,Ohio,Home & Kitchen,Cookware,All-Clad Pan Set,257.16,1,0,0.0,11.61,257.16,175.06,82.1,In-Store,Gift Card,3,0
ORD-04164,2024-01-17,2024-01-18,1,CUST-2800,Consumer,Southeast,Tennessee,Sports & Outdoors,Camping Gear,REI Sleeping Bag,180.46,4,20,144.37,11.02,577.47,112.5,127.47,Online,Apple Pay,5,1
ORD-04165,2023-03-28,2023-03-29,1,CUST-2252,Consumer,West,California,Electronics,Laptops,Dell Inspiron 15,541.24,1,0,0.0,11.48,541.24,312.15,229.09,In-Store,Apple Pay,3,0
ORD-04166,2024-07-17,2024-07-23,6,CUST-1412,Corporate,Southeast,Tennessee,Clothing,Accessories,Ray-Ban Aviators,154.35,2,0,0.0,18.98,308.7,100.49,107.72,Online,Gift Card,1,1
ORD-04167,2024-04-21,2024-04-27,6,CUST-2729,Corporate,West,Washington,Sports & Outdoors,Fitness Equipment,Bowflex Dumbbells,350.48,2,0,0.0,7.26,700.96,227.44,246.08,Online,Apple Pay,1,1
ORD-04168,2024-07-05,2024-07-09,4,CUST-2869,Consumer,Southwest,Oklahoma,Home & Kitchen,Storage,ClosetMaid Organizer,67.1,2,10,13.42,7.59,120.78,39.5,41.78,Mobile App,Gift Card,1,1
ORD-04169,2023-10-19,2023-10-25,6,CUST-2354,Small Business,Northeast,Massachusetts,Home & Kitchen,Decor,Wall Art Canvas,57.76,1,15,8.66,24.45,49.1,42.94,6.16,Online,PayPal,1,1
